device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-16;2025-04;temperatura;29.00;19.68;17.40
sirrosteste_UCS_AMV-16;2025-04;umidade;99.90;94.89;61.00
sirrosteste_UCS_AMV-16;2025-04;luminosidade;8770.00;871.76;0.00
sirrosteste_UCS_AMV-16;2025-04;ruido;106.20;76.61;49.10
sirrosteste_UCS_AMV-16;2025-04;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-16;2025-04;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-16;2025-03;temperatura;41.40;21.77;11.40
sirrosteste_UCS_AMV-16;2025-03;umidade;100.00;82.19;31.80
sirrosteste_UCS_AMV-16;2025-03;luminosidade;27306.20;1050.84;0.00
sirrosteste_UCS_AMV-16;2025-03;ruido;105.00;75.54;49.60
sirrosteste_UCS_AMV-16;2025-03;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-16;2025-03;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-16;2025-02;temperatura;42.20;23.86;15.80
sirrosteste_UCS_AMV-16;2025-02;umidade;100.00;82.90;33.60
sirrosteste_UCS_AMV-16;2025-02;luminosidade;27306.20;1515.78;0.00
sirrosteste_UCS_AMV-16;2025-02;ruido;120.00;75.59;46.90
sirrosteste_UCS_AMV-16;2025-02;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-16;2025-02;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-16;2025-01;temperatura;41.40;21.20;11.10
sirrosteste_UCS_AMV-16;2025-01;umidade;99.90;84.84;39.10
sirrosteste_UCS_AMV-16;2025-01;luminosidade;27306.20;1844.67;0.00
sirrosteste_UCS_AMV-16;2025-01;ruido;111.20;75.95;46.60
sirrosteste_UCS_AMV-16;2025-01;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-16;2025-01;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-16;2024-12;temperatura;38.70;18.81;9.80
sirrosteste_UCS_AMV-16;2024-12;umidade;100.00;86.12;36.30
sirrosteste_UCS_AMV-16;2024-12;luminosidade;27306.20;1979.40;0.00
sirrosteste_UCS_AMV-16;2024-12;ruido;120.00;77.10;46.60
sirrosteste_UCS_AMV-16;2024-12;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-16;2024-12;etvoc;403.00;403.00;403.00
