device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-02;2023-12;eco2;2111.00;46.72;0.00
sirrosteste_UCS_AMV-02;2023-12;etvoc;2651.00;659.30;400.00
sirrosteste_UCS_AMV-02;2023-11;temperatura;47.10;21.71;0.00
sirrosteste_UCS_AMV-02;2023-11;umidade;97.30;70.62;0.00
sirrosteste_UCS_AMV-02;2023-11;luminosidade;27306.20;5168.61;-1.00
sirrosteste_UCS_AMV-02;2023-11;ruido;120.00;98.41;0.00
sirrosteste_UCS_AMV-02;2023-11;eco2;12024.00;74.41;0.00
sirrosteste_UCS_AMV-02;2023-11;etvoc;7294.00;688.78;400.00
sirrosteste_UCS_AMV-02;2023-10;temperatura;32.40;23.11;0.00
sirrosteste_UCS_AMV-02;2023-10;umidade;85.10;50.41;0.00
sirrosteste_UCS_AMV-02;2023-10;luminosidade;1330.50;131.16;0.00
sirrosteste_UCS_AMV-02;2023-10;ruido;120.00;68.04;0.00
sirrosteste_UCS_AMV-02;2023-10;eco2;5071.00;12.56;0.00
sirrosteste_UCS_AMV-02;2023-10;etvoc;4037.00;476.28;383.00
sirrosteste_UCS_AMV-02;2023-05;temperatura;27.70;25.53;21.00
sirrosteste_UCS_AMV-02;2023-05;umidade;69.80;55.86;45.40
sirrosteste_UCS_AMV-02;2023-05;luminosidade;419.20;22.51;0.00
sirrosteste_UCS_AMV-02;2023-05;ruido;105.60;76.55;0.00
sirrosteste_UCS_AMV-02;2023-05;eco2;655.00;71.23;0.00
sirrosteste_UCS_AMV-02;2023-05;etvoc;1945.00;804.41;400.00
sirrosteste_UCS_AMV-02;2023-04;temperatura;29.10;26.55;-12.80
sirrosteste_UCS_AMV-02;2023-04;umidade;67.60;47.71;31.40
sirrosteste_UCS_AMV-02;2023-04;luminosidade;777.50;19.77;0.00
sirrosteste_UCS_AMV-02;2023-04;ruido;120.00;61.26;0.00
sirrosteste_UCS_AMV-02;2023-04;eco2;183.00;25.06;0.00
sirrosteste_UCS_AMV-02;2023-04;etvoc;1517.00;566.31;0.00
sirrosteste_UCS_AMV-02;2023-02;temperatura;40.80;27.91;-40.00
sirrosteste_UCS_AMV-02;2023-02;umidade;62.20;42.27;0.00
sirrosteste_UCS_AMV-02;2023-02;luminosidade;54612.50;3241.28;0.00
sirrosteste_UCS_AMV-02;2023-02;ruido;108.90;74.90;0.00
sirrosteste_UCS_AMV-02;2023-02;eco2;1005.00;37.78;0.00
sirrosteste_UCS_AMV-02;2023-02;etvoc;2138.00;598.87;0.00
sirrosteste_UCS_AMV-02;2023-01;temperatura;36.10;28.84;0.00
sirrosteste_UCS_AMV-02;2023-01;umidade;100.00;42.91;0.00
sirrosteste_UCS_AMV-02;2023-01;luminosidade;54612.50;1824.85;0.00
sirrosteste_UCS_AMV-02;2023-01;ruido;112.10;74.96;0.00
sirrosteste_UCS_AMV-02;2023-01;eco2;73.00;13.16;0.00
sirrosteste_UCS_AMV-02;2023-01;etvoc;882.00;462.33;0.00
sirrosteste_UCS_AMV-03;2023-10;temperatura;27.70;24.41;22.60
sirrosteste_UCS_AMV-03;2023-10;umidade;76.20;71.11;55.10
sirrosteste_UCS_AMV-03;2023-10;luminosidade;3586.20;27.44;0.00
sirrosteste_UCS_AMV-03;2023-10;ruido;105.90;69.69;54.60
sirrosteste_UCS_AMV-03;2023-10;eco2;322.00;5.04;0.00
sirrosteste_UCS_AMV-03;2023-10;etvoc;1679.00;435.71;400.00
sirrosteste_UCS_AMV-03;2023-05;temperatura;27.20;25.41;21.20
sirrosteste_UCS_AMV-03;2023-05;umidade;69.10;55.10;45.00
sirrosteste_UCS_AMV-03;2023-05;luminosidade;3196.70;343.48;0.00
sirrosteste_UCS_AMV-03;2023-05;ruido;101.30;80.29;0.00
sirrosteste_UCS_AMV-03;2023-05;eco2;886.00;127.60;0.00
sirrosteste_UCS_AMV-03;2023-05;etvoc;2558.00;963.84;400.00
sirrosteste_UCS_AMV-03;2023-04;temperatura;31.00;26.64;0.00
sirrosteste_UCS_AMV-03;2023-04;umidade;67.50;47.01;0.00
sirrosteste_UCS_AMV-03;2023-04;luminosidade;682.50;34.82;0.00
sirrosteste_UCS_AMV-03;2023-04;ruido;120.00;80.43;0.00
sirrosteste_UCS_AMV-03;2023-04;eco2;1187.00;19.63;0.00
sirrosteste_UCS_AMV-03;2023-04;etvoc;3567.00;511.57;0.00
sirrosteste_UCS_AMV-03;2023-02;temperatura;41.80;31.89;24.20
sirrosteste_UCS_AMV-03;2023-02;umidade;57.50;47.44;29.90
sirrosteste_UCS_AMV-03;2023-02;luminosidade;54612.50;124.39;0.00
sirrosteste_UCS_AMV-03;2023-02;ruido;120.00;66.47;0.00
sirrosteste_UCS_AMV-03;2023-02;eco2;1187.00;433.45;0.00
sirrosteste_UCS_AMV-03;2023-02;etvoc;3527.00;1661.47;0.00
sirrosteste_UCS_AMV-03;2023-01;temperatura;34.00;32.17;24.20
sirrosteste_UCS_AMV-03;2023-01;umidade;60.10;45.94;30.50
sirrosteste_UCS_AMV-03;2023-01;luminosidade;1169.20;1.76;0.00
sirrosteste_UCS_AMV-03;2023-01;ruido;110.30;64.66;0.00
sirrosteste_UCS_AMV-03;2023-01;eco2;1187.00;378.26;0.00
sirrosteste_UCS_AMV-03;2023-01;etvoc;3081.00;1340.30;400.00
sirrosteste_UCS_AMV-04;2025-03;temperatura;32.10;23.91;21.10
sirrosteste_UCS_AMV-04;2025-03;umidade;74.40;65.15;32.70
sirrosteste_UCS_AMV-04;2025-03;luminosidade;2196.70;1.77;0.00
sirrosteste_UCS_AMV-04;2025-03;ruido;120.00;77.09;40.60
sirrosteste_UCS_AMV-04;2025-03;eco2;1187.00;178.33;0.00
sirrosteste_UCS_AMV-04;2025-03;etvoc;2219.00;1034.18;400.00
sirrosteste_UCS_AMV-04;2025-02;temperatura;30.00;27.99;25.30
sirrosteste_UCS_AMV-04;2025-02;umidade;61.60;54.47;38.20
sirrosteste_UCS_AMV-04;2025-02;luminosidade;7.90;0.40;0.00
sirrosteste_UCS_AMV-04;2025-02;ruido;100.60;84.83;49.00
sirrosteste_UCS_AMV-04;2025-02;eco2;398.00;67.14;0.00
sirrosteste_UCS_AMV-04;2025-02;etvoc;1756.00;826.06;400.00
sirrosteste_UCS_AMV-04;2025-01;temperatura;30.40;27.10;24.40
sirrosteste_UCS_AMV-04;2025-01;umidade;60.20;53.08;39.90
sirrosteste_UCS_AMV-04;2025-01;luminosidade;7.10;0.32;0.00
sirrosteste_UCS_AMV-04;2025-01;ruido;102.00;85.33;55.40
sirrosteste_UCS_AMV-04;2025-01;eco2;1181.00;70.97;0.00
sirrosteste_UCS_AMV-04;2025-01;etvoc;2217.00;823.60;400.00
sirrosteste_UCS_AMV-04;2024-12;temperatura;27.80;24.98;22.30
sirrosteste_UCS_AMV-04;2024-12;umidade;63.30;55.69;48.20
sirrosteste_UCS_AMV-04;2024-12;luminosidade;17.70;0.42;0.00
sirrosteste_UCS_AMV-04;2024-12;ruido;96.60;85.73;75.60
sirrosteste_UCS_AMV-04;2024-12;eco2;1017.00;51.55;0.00
sirrosteste_UCS_AMV-04;2024-12;etvoc;2144.00;725.96;400.00
sirrosteste_UCS_AMV-04;2024-11;temperatura;28.00;24.37;20.60
sirrosteste_UCS_AMV-04;2024-11;umidade;66.00;55.74;40.30
sirrosteste_UCS_AMV-04;2024-11;luminosidade;9.40;0.21;0.00
sirrosteste_UCS_AMV-04;2024-11;ruido;106.50;84.94;81.20
sirrosteste_UCS_AMV-04;2024-11;eco2;1184.00;72.96;0.00
sirrosteste_UCS_AMV-04;2024-11;etvoc;2218.00;794.63;400.00
sirrosteste_UCS_AMV-04;2024-10;temperatura;28.30;22.67;18.70
sirrosteste_UCS_AMV-04;2024-10;umidade;74.30;56.84;40.50
sirrosteste_UCS_AMV-04;2024-10;luminosidade;1451.40;6.69;0.00
sirrosteste_UCS_AMV-04;2024-10;ruido;109.20;82.91;50.00
sirrosteste_UCS_AMV-04;2024-10;eco2;1195.00;71.67;0.00
sirrosteste_UCS_AMV-04;2024-10;etvoc;2226.00;754.56;400.00
sirrosteste_UCS_AMV-04;2024-09;temperatura;26.60;21.69;18.10
sirrosteste_UCS_AMV-04;2024-09;umidade;73.20;59.48;45.80
sirrosteste_UCS_AMV-04;2024-09;luminosidade;2231.00;12.16;0.00
sirrosteste_UCS_AMV-04;2024-09;ruido;104.10;84.61;54.70
sirrosteste_UCS_AMV-04;2024-09;eco2;299.00;45.27;0.00
sirrosteste_UCS_AMV-04;2024-09;etvoc;1659.00;695.62;404.00
sirrosteste_UCS_AMV-04;2024-06;temperatura;19.50;17.89;16.50
sirrosteste_UCS_AMV-04;2024-06;umidade;80.00;59.88;51.10
sirrosteste_UCS_AMV-04;2024-06;luminosidade;15.20;10.90;0.00
sirrosteste_UCS_AMV-04;2024-06;ruido;99.60;85.46;64.60
sirrosteste_UCS_AMV-04;2024-06;eco2;173.00;16.00;0.00
sirrosteste_UCS_AMV-04;2024-06;etvoc;1470.00;504.27;400.00
sirrosteste_UCS_AMV-04;2024-04;temperatura;30.30;23.32;19.30
sirrosteste_UCS_AMV-04;2024-04;umidade;84.20;69.37;47.60
sirrosteste_UCS_AMV-04;2024-04;luminosidade;9084.40;237.04;-1.00
sirrosteste_UCS_AMV-04;2024-04;ruido;120.00;78.02;38.20
sirrosteste_UCS_AMV-04;2024-04;eco2;1182.00;143.06;0.00
sirrosteste_UCS_AMV-04;2024-04;etvoc;2217.00;906.80;400.00
sirrosteste_UCS_AMV-04;2023-05;temperatura;24.80;23.55;21.50
sirrosteste_UCS_AMV-04;2023-05;umidade;73.50;57.00;48.90
sirrosteste_UCS_AMV-04;2023-05;luminosidade;222.50;18.83;0.00
sirrosteste_UCS_AMV-04;2023-05;ruido;106.80;74.95;53.10
sirrosteste_UCS_AMV-04;2023-05;eco2;619.00;73.92;0.00
sirrosteste_UCS_AMV-04;2023-05;etvoc;1998.00;735.73;400.00
sirrosteste_UCS_AMV-04;2023-04;temperatura;25.10;23.96;22.00
sirrosteste_UCS_AMV-04;2023-04;umidade;62.40;53.83;45.20
sirrosteste_UCS_AMV-04;2023-04;luminosidade;212.50;0.52;0.00
sirrosteste_UCS_AMV-04;2023-04;ruido;115.00;73.53;51.60
sirrosteste_UCS_AMV-04;2023-04;eco2;588.00;81.36;0.00
sirrosteste_UCS_AMV-04;2023-04;etvoc;1964.00;726.80;400.00
sirrosteste_UCS_AMV-04;2023-01;temperatura;25.90;25.90;25.90
sirrosteste_UCS_AMV-04;2023-01;umidade;47.20;47.20;47.20
sirrosteste_UCS_AMV-04;2023-01;luminosidade;1615.00;105.47;0.00
sirrosteste_UCS_AMV-04;2023-01;ruido;114.30;73.36;49.30
sirrosteste_UCS_AMV-04;2023-01;eco2;1187.00;163.74;0.00
sirrosteste_UCS_AMV-04;2023-01;etvoc;5081.00;908.46;401.00
sirrosteste_UCS_AMV-04;2022-12;temperatura;78.50;23.86;18.10
sirrosteste_UCS_AMV-04;2022-12;umidade;85.50;60.26;27.40
sirrosteste_UCS_AMV-04;2022-12;luminosidade;1616.70;102.51;0.00
sirrosteste_UCS_AMV-04;2022-12;ruido;105.30;72.62;52.20
sirrosteste_UCS_AMV-04;2022-12;eco2;1187.00;119.62;0.00
sirrosteste_UCS_AMV-04;2022-12;etvoc;3341.00;901.14;0.00
sirrosteste_UCS_AMV-05;2025-03;temperatura;40.40;25.11;14.00
sirrosteste_UCS_AMV-05;2025-03;umidade;94.30;65.51;32.20
sirrosteste_UCS_AMV-05;2025-03;luminosidade;5383.20;869.42;0.00
sirrosteste_UCS_AMV-05;2025-03;ruido;102.00;70.51;43.20
sirrosteste_UCS_AMV-05;2025-03;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-05;2025-03;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-05;2025-02;temperatura;41.20;27.50;17.90
sirrosteste_UCS_AMV-05;2025-02;umidade;95.00;64.22;28.60
sirrosteste_UCS_AMV-05;2025-02;luminosidade;9466.60;1057.76;0.00
sirrosteste_UCS_AMV-05;2025-02;ruido;109.30;70.34;42.80
sirrosteste_UCS_AMV-05;2025-02;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-05;2025-02;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-05;2025-01;temperatura;40.80;24.80;14.10
sirrosteste_UCS_AMV-05;2025-01;umidade;95.60;65.46;26.50
sirrosteste_UCS_AMV-05;2025-01;luminosidade;8359.10;840.73;0.00
sirrosteste_UCS_AMV-05;2025-01;ruido;109.00;72.05;43.90
sirrosteste_UCS_AMV-05;2025-01;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-05;2025-01;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-05;2024-12;temperatura;39.10;21.87;11.70
sirrosteste_UCS_AMV-05;2024-12;umidade;96.10;69.68;28.80
sirrosteste_UCS_AMV-05;2024-12;luminosidade;6086.10;726.12;0.00
sirrosteste_UCS_AMV-05;2024-12;ruido;120.00;73.68;49.40
sirrosteste_UCS_AMV-05;2024-12;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-05;2024-12;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-05;2024-11;temperatura;40.50;22.67;10.00
sirrosteste_UCS_AMV-05;2024-11;umidade;95.80;66.91;26.40
sirrosteste_UCS_AMV-05;2024-11;luminosidade;14820.90;803.17;0.00
sirrosteste_UCS_AMV-05;2024-11;ruido;109.60;73.91;50.70
sirrosteste_UCS_AMV-05;2024-11;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-05;2024-11;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-05;2024-10;temperatura;38.80;20.25;7.80
sirrosteste_UCS_AMV-05;2024-10;umidade;95.80;69.53;27.50
sirrosteste_UCS_AMV-05;2024-10;luminosidade;18135.80;917.49;0.00
sirrosteste_UCS_AMV-05;2024-10;ruido;120.00;74.31;51.70
sirrosteste_UCS_AMV-05;2024-10;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-05;2024-10;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-05;2024-09;temperatura;35.00;19.38;6.30
sirrosteste_UCS_AMV-05;2024-09;umidade;95.90;69.70;24.50
sirrosteste_UCS_AMV-05;2024-09;luminosidade;9218.60;598.99;0.00
sirrosteste_UCS_AMV-05;2024-09;ruido;120.00;72.97;49.40
sirrosteste_UCS_AMV-05;2024-09;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-05;2024-09;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-05;2024-08;temperatura;35.00;15.74;0.40
sirrosteste_UCS_AMV-05;2024-08;umidade;94.60;68.42;26.40
sirrosteste_UCS_AMV-05;2024-08;luminosidade;3444.10;443.10;0.00
sirrosteste_UCS_AMV-05;2024-08;ruido;120.00;72.13;48.20
sirrosteste_UCS_AMV-05;2024-08;eco2;20.00;15.34;0.00
sirrosteste_UCS_AMV-05;2024-08;etvoc;403.00;402.53;401.00
sirrosteste_UCS_AMV-05;2024-07;temperatura;28.30;12.65;0.20
sirrosteste_UCS_AMV-05;2024-07;umidade;94.50;77.47;23.00
sirrosteste_UCS_AMV-05;2024-07;luminosidade;3157.60;322.40;0.00
sirrosteste_UCS_AMV-05;2024-07;ruido;108.40;71.28;48.10
sirrosteste_UCS_AMV-05;2024-07;eco2;11.00;0.00;0.00
sirrosteste_UCS_AMV-05;2024-07;etvoc;479.00;403.77;401.00
sirrosteste_UCS_AMV-05;2024-06;temperatura;60.00;15.94;0.00
sirrosteste_UCS_AMV-05;2024-06;umidade;93.60;72.13;35.80
sirrosteste_UCS_AMV-05;2024-06;luminosidade;2910.80;413.99;0.00
sirrosteste_UCS_AMV-05;2024-06;ruido;101.40;71.73;49.60
sirrosteste_UCS_AMV-05;2024-06;eco2;289.00;4.49;0.00
sirrosteste_UCS_AMV-05;2024-06;etvoc;1644.00;433.41;400.00
sirrosteste_UCS_AMV-05;2024-05;temperatura;31.80;15.30;4.90
sirrosteste_UCS_AMV-05;2024-05;umidade;96.60;83.14;39.10
sirrosteste_UCS_AMV-05;2024-05;luminosidade;3601.30;316.81;0.00
sirrosteste_UCS_AMV-05;2024-05;ruido;112.50;72.46;48.80
sirrosteste_UCS_AMV-05;2024-05;eco2;1194.00;48.05;0.00
sirrosteste_UCS_AMV-05;2024-05;etvoc;2225.00;619.41;400.00
sirrosteste_UCS_AMV-05;2024-04;temperatura;35.70;20.64;9.80
sirrosteste_UCS_AMV-05;2024-04;umidade;95.80;76.79;37.10
sirrosteste_UCS_AMV-05;2024-04;luminosidade;5258.40;541.46;0.00
sirrosteste_UCS_AMV-05;2024-04;ruido;111.60;72.54;50.80
sirrosteste_UCS_AMV-05;2024-04;eco2;6418.00;57.99;0.00
sirrosteste_UCS_AMV-05;2024-04;etvoc;4671.00;705.13;400.00
sirrosteste_UCS_AMV-05;2024-03;temperatura;34.80;24.81;16.60
sirrosteste_UCS_AMV-05;2024-03;umidade;91.00;59.95;38.80
sirrosteste_UCS_AMV-05;2024-03;luminosidade;11665.70;306.19;0.00
sirrosteste_UCS_AMV-05;2024-03;ruido;120.00;61.78;39.80
sirrosteste_UCS_AMV-05;2024-03;eco2;1161.00;33.68;0.00
sirrosteste_UCS_AMV-05;2024-03;etvoc;2210.00;621.12;400.00
sirrosteste_UCS_AMV-05;2023-05;temperatura;24.60;19.53;14.70
sirrosteste_UCS_AMV-05;2023-05;umidade;77.10;68.48;48.60
sirrosteste_UCS_AMV-05;2023-05;luminosidade;3000.80;88.85;0.00
sirrosteste_UCS_AMV-05;2023-05;ruido;108.90;57.27;40.20
sirrosteste_UCS_AMV-05;2023-05;eco2;47.00;0.03;0.00
sirrosteste_UCS_AMV-05;2023-05;etvoc;896.00;464.66;400.00
sirrosteste_UCS_AMV-05;2023-04;temperatura;27.10;21.67;14.00
sirrosteste_UCS_AMV-05;2023-04;umidade;70.00;58.15;43.60
sirrosteste_UCS_AMV-05;2023-04;luminosidade;3850.80;107.00;0.00
sirrosteste_UCS_AMV-05;2023-04;ruido;112.40;62.43;41.10
sirrosteste_UCS_AMV-05;2023-04;eco2;303.00;14.81;0.00
sirrosteste_UCS_AMV-05;2023-04;etvoc;2594.00;535.24;400.00
sirrosteste_UCS_AMV-05;2023-03;temperatura;29.00;23.50;19.20
sirrosteste_UCS_AMV-05;2023-03;umidade;86.60;68.07;48.70
sirrosteste_UCS_AMV-05;2023-03;luminosidade;212.50;5.59;0.00
sirrosteste_UCS_AMV-05;2023-03;ruido;120.00;77.11;56.60
sirrosteste_UCS_AMV-05;2023-03;eco2;7.00;0.42;0.00
sirrosteste_UCS_AMV-05;2023-03;etvoc;447.00;27.13;0.00
sirrosteste_UCS_AMV-05;2023-02;temperatura;41.00;23.23;13.30
sirrosteste_UCS_AMV-05;2023-02;umidade;89.40;61.06;21.20
sirrosteste_UCS_AMV-05;2023-02;luminosidade;6930.80;219.30;0.00
sirrosteste_UCS_AMV-05;2023-02;ruido;120.00;76.80;50.40
sirrosteste_UCS_AMV-05;2023-02;eco2;154.00;18.70;0.00
sirrosteste_UCS_AMV-05;2023-02;etvoc;1416.00;526.54;0.00
sirrosteste_UCS_AMV-06;2024-08;temperatura;26.60;18.75;12.80
sirrosteste_UCS_AMV-06;2024-08;umidade;99.90;81.26;45.80
sirrosteste_UCS_AMV-06;2024-08;luminosidade;1221.30;91.09;0.30
sirrosteste_UCS_AMV-06;2024-08;ruido;120.00;85.78;68.50
sirrosteste_UCS_AMV-06;2024-08;eco2;0.00;0.00;0.00
sirrosteste_UCS_AMV-06;2024-08;etvoc;400.00;400.00;400.00
sirrosteste_UCS_AMV-06;2024-07;temperatura;25.30;13.94;1.70
sirrosteste_UCS_AMV-06;2024-07;umidade;100.00;83.28;35.50
sirrosteste_UCS_AMV-06;2024-07;luminosidade;1284.30;88.96;0.50
sirrosteste_UCS_AMV-06;2024-07;ruido;120.00;83.98;58.20
sirrosteste_UCS_AMV-06;2024-07;eco2;0.00;0.00;0.00
sirrosteste_UCS_AMV-06;2024-07;etvoc;400.00;400.00;400.00
sirrosteste_UCS_AMV-06;2024-05;temperatura;29.00;18.11;7.00
sirrosteste_UCS_AMV-06;2024-05;umidade;99.90;91.20;45.50
sirrosteste_UCS_AMV-06;2024-05;luminosidade;780.80;53.12;0.40
sirrosteste_UCS_AMV-06;2024-05;ruido;120.00;81.79;55.90
sirrosteste_UCS_AMV-06;2024-05;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-06;2024-05;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-06;2024-04;temperatura;177.60;19.86;11.90
sirrosteste_UCS_AMV-06;2024-04;umidade;100.00;88.58;44.30
sirrosteste_UCS_AMV-06;2024-04;luminosidade;1370.90;96.94;0.40
sirrosteste_UCS_AMV-06;2024-04;ruido;403.00;82.99;58.00
sirrosteste_UCS_AMV-06;2024-04;eco2;244.00;19.60;-29.17
sirrosteste_UCS_AMV-06;2024-04;etvoc;1598.00;403.63;-51.18
sirrosteste_UCS_AMV-06;2024-03;temperatura;32.60;23.15;13.10
sirrosteste_UCS_AMV-06;2024-03;umidade;100.00;71.44;37.60
sirrosteste_UCS_AMV-06;2024-03;luminosidade;1990.50;84.27;0.10
sirrosteste_UCS_AMV-06;2024-03;ruido;120.00;74.61;41.50
sirrosteste_UCS_AMV-06;2024-03;eco2;897.00;23.11;0.00
sirrosteste_UCS_AMV-06;2024-03;etvoc;2085.00;494.94;400.00
sirrosteste_UCS_AMV-07;2025-03;temperatura;26.10;26.02;25.90
sirrosteste_UCS_AMV-07;2025-03;umidade;44.40;42.45;40.10
sirrosteste_UCS_AMV-07;2025-03;luminosidade;38.40;35.36;31.70
sirrosteste_UCS_AMV-07;2025-03;ruido;81.20;75.11;69.60
sirrosteste_UCS_AMV-07;2025-03;eco2;0.00;0.00;0.00
sirrosteste_UCS_AMV-07;2025-03;etvoc;405.00;401.00;400.00
sirrosteste_UCS_AMV-07;2025-02;temperatura;30.60;27.93;24.40
sirrosteste_UCS_AMV-07;2025-02;umidade;61.90;53.44;37.70
