device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-23;2024-12;temperatura;44.70;21.97;13.70
sirrosteste_UCS_AMV-23;2024-12;umidade;100.00;75.62;25.10
sirrosteste_UCS_AMV-23;2024-12;luminosidade;27306.20;1442.50;0.00
sirrosteste_UCS_AMV-23;2024-12;ruido;109.60;73.67;40.00
sirrosteste_UCS_AMV-23;2024-12;eco2;20.00;18.69;0.00
sirrosteste_UCS_AMV-23;2024-12;etvoc;468.00;403.72;400.00
sirrosteste_UCS_AMV-23;2024-11;temperatura;44.80;23.79;11.00
sirrosteste_UCS_AMV-23;2024-11;umidade;100.00;67.15;21.80
sirrosteste_UCS_AMV-23;2024-11;luminosidade;27306.20;1383.12;0.00
sirrosteste_UCS_AMV-23;2024-11;ruido;120.00;75.85;41.00
sirrosteste_UCS_AMV-23;2024-11;eco2;301.00;20.10;20.00
sirrosteste_UCS_AMV-23;2024-11;etvoc;1662.00;403.47;403.00
sirrosteste_UCS_AMV-23;2024-07;temperatura;28.30;9.81;0.90
sirrosteste_UCS_AMV-23;2024-07;umidade;100.00;91.32;37.80
sirrosteste_UCS_AMV-23;2024-07;luminosidade;1910.90;237.62;0.00
sirrosteste_UCS_AMV-23;2024-07;ruido;111.00;76.92;45.10
sirrosteste_UCS_AMV-23;2024-07;eco2;1127.00;24.89;0.00
sirrosteste_UCS_AMV-23;2024-07;etvoc;2194.00;445.22;400.00
sirrosteste_UCS_AMV-23;2024-06;temperatura;60.00;14.80;0.10
sirrosteste_UCS_AMV-23;2024-06;umidade;100.00;82.67;36.50
sirrosteste_UCS_AMV-23;2024-06;luminosidade;1993.00;255.28;0.00
sirrosteste_UCS_AMV-23;2024-06;ruido;120.00;77.28;45.50
sirrosteste_UCS_AMV-23;2024-06;eco2;1193.00;47.78;0.00
sirrosteste_UCS_AMV-23;2024-06;etvoc;2224.00;513.12;400.00
sirrosteste_UCS_AMV-23;2024-05;temperatura;28.30;14.65;4.10
sirrosteste_UCS_AMV-23;2024-05;umidade;100.00;91.67;48.20
sirrosteste_UCS_AMV-23;2024-05;luminosidade;2430.10;238.08;0.00
sirrosteste_UCS_AMV-23;2024-05;ruido;113.60;78.91;45.80
sirrosteste_UCS_AMV-23;2024-05;eco2;1191.00;86.30;0.00
sirrosteste_UCS_AMV-23;2024-05;etvoc;2224.00;638.39;400.00
sirrosteste_UCS_AMV-23;2024-04;temperatura;31.00;20.80;14.80
sirrosteste_UCS_AMV-23;2024-04;umidade;100.00;85.34;47.00
sirrosteste_UCS_AMV-23;2024-04;luminosidade;10868.70;277.02;0.00
sirrosteste_UCS_AMV-23;2024-04;ruido;120.00;73.58;41.40
sirrosteste_UCS_AMV-23;2024-04;eco2;1161.00;101.75;0.00
sirrosteste_UCS_AMV-23;2024-04;etvoc;2210.00;835.26;400.00
sirrosteste_UCS_AMV-23;2023-10;temperatura;150.00;19.94;11.80
sirrosteste_UCS_AMV-23;2023-10;umidade;100.00;70.06;34.70
sirrosteste_UCS_AMV-23;2023-10;luminosidade;27306.20;283.54;0.00
sirrosteste_UCS_AMV-23;2023-10;ruido;120.00;59.59;38.90
sirrosteste_UCS_AMV-23;2023-10;eco2;1394.00;55.90;0.00
sirrosteste_UCS_AMV-23;2023-10;etvoc;2317.00;718.94;400.00
sirrosteste_UCS_AMV-23;2023-07;temperatura;15.90;15.90;15.90
sirrosteste_UCS_AMV-23;2023-07;umidade;65.50;65.50;65.50
sirrosteste_UCS_AMV-23;2023-07;luminosidade;544.20;43.75;0.00
sirrosteste_UCS_AMV-23;2023-07;ruido;84.00;53.02;41.50
sirrosteste_UCS_AMV-23;2023-07;eco2;14.00;0.24;0.00
sirrosteste_UCS_AMV-23;2023-07;etvoc;768.00;480.67;400.00
sirrosteste_UCS_AMV-23;2023-06;temperatura;80.00;18.62;-40.00
sirrosteste_UCS_AMV-23;2023-06;umidade;100.00;71.05;42.70
sirrosteste_UCS_AMV-23;2023-06;luminosidade;29225.80;132.84;0.00
sirrosteste_UCS_AMV-23;2023-06;ruido;120.00;58.69;41.40
sirrosteste_UCS_AMV-23;2023-06;eco2;138.00;9.90;0.00
sirrosteste_UCS_AMV-23;2023-06;etvoc;1310.00;510.82;400.00
sirrosteste_UCS_AMV-23;2023-05;temperatura;32.10;21.77;14.00
sirrosteste_UCS_AMV-23;2023-05;umidade;86.40;75.67;29.00
sirrosteste_UCS_AMV-23;2023-05;luminosidade;27519.20;230.64;0.00
sirrosteste_UCS_AMV-23;2023-05;ruido;120.00;58.33;45.50
sirrosteste_UCS_AMV-23;2023-05;eco2;255.00;63.60;0.00
sirrosteste_UCS_AMV-23;2023-05;etvoc;1666.00;839.47;400.00
sirrosteste_UCS_AMV-23;2023-04;temperatura;28.70;20.79;17.70
sirrosteste_UCS_AMV-23;2023-04;umidade;78.50;56.37;44.00
sirrosteste_UCS_AMV-23;2023-04;luminosidade;39039.20;1468.52;0.00
sirrosteste_UCS_AMV-23;2023-04;ruido;120.00;62.00;49.40
sirrosteste_UCS_AMV-23;2023-04;eco2;284.00;55.81;0.00
sirrosteste_UCS_AMV-23;2023-04;etvoc;1677.00;773.78;400.00
