device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-19;2024-08;temperatura;24.30;18.00;12.70
sirrosteste_UCS_AMV-19;2024-08;umidade;89.50;81.44;57.00
sirrosteste_UCS_AMV-19;2024-08;luminosidade;454.50;78.10;0.00
sirrosteste_UCS_AMV-19;2024-08;ruido;105.40;67.92;44.50
sirrosteste_UCS_AMV-19;2024-08;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-19;2024-08;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-19;2024-07;temperatura;24.80;19.11;8.20
sirrosteste_UCS_AMV-19;2024-07;umidade;98.40;87.19;56.60
sirrosteste_UCS_AMV-19;2024-07;luminosidade;485.90;78.73;0.00
sirrosteste_UCS_AMV-19;2024-07;ruido;104.80;71.95;43.80
sirrosteste_UCS_AMV-19;2024-07;eco2;109.00;9.09;0.00
sirrosteste_UCS_AMV-19;2024-07;etvoc;1119.00;447.07;400.00
sirrosteste_UCS_AMV-19;2024-06;temperatura;19.50;19.50;19.50
sirrosteste_UCS_AMV-19;2024-06;umidade;89.90;89.81;87.20
sirrosteste_UCS_AMV-19;2024-06;luminosidade;379.90;74.67;0.00
sirrosteste_UCS_AMV-19;2024-06;ruido;110.50;67.19;44.70
sirrosteste_UCS_AMV-19;2024-06;eco2;1183.00;106.72;0.00
sirrosteste_UCS_AMV-19;2024-06;etvoc;2220.00;808.85;400.00
sirrosteste_UCS_AMV-19;2024-05;temperatura;19.50;19.50;19.00
sirrosteste_UCS_AMV-19;2024-05;umidade;89.90;89.80;87.20
sirrosteste_UCS_AMV-19;2024-05;luminosidade;543.10;58.35;0.00
sirrosteste_UCS_AMV-19;2024-05;ruido;120.00;71.58;44.10
sirrosteste_UCS_AMV-19;2024-05;eco2;1195.00;306.66;0.00
sirrosteste_UCS_AMV-19;2024-05;etvoc;2226.00;1238.61;400.00
sirrosteste_UCS_AMV-19;2024-04;temperatura;37.40;23.57;0.00
sirrosteste_UCS_AMV-19;2024-04;umidade;97.20;66.73;0.00
sirrosteste_UCS_AMV-19;2024-04;luminosidade;3574.40;86.28;0.00
sirrosteste_UCS_AMV-19;2024-04;ruido;120.00;64.44;41.40
sirrosteste_UCS_AMV-19;2024-04;eco2;1192.00;92.73;0.00
sirrosteste_UCS_AMV-19;2024-04;etvoc;2224.00;702.68;400.00
sirrosteste_UCS_AMV-19;2024-03;temperatura;39.50;27.27;20.50
sirrosteste_UCS_AMV-19;2024-03;umidade;86.80;63.37;40.00
sirrosteste_UCS_AMV-19;2024-03;luminosidade;2639.40;25.89;0.00
sirrosteste_UCS_AMV-19;2024-03;ruido;120.00;65.29;41.70
sirrosteste_UCS_AMV-19;2024-03;eco2;396.00;9.68;0.00
sirrosteste_UCS_AMV-19;2024-03;etvoc;1754.00;413.68;400.00
