device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-21;2024-06;temperatura;28.30;18.22;13.90
sirrosteste_UCS_AMV-21;2024-06;umidade;81.60;67.60;54.50
sirrosteste_UCS_AMV-21;2024-06;luminosidade;6.30;0.87;0.00
sirrosteste_UCS_AMV-21;2024-06;ruido;120.00;64.33;45.20
sirrosteste_UCS_AMV-21;2024-06;eco2;1002.00;44.43;0.00
sirrosteste_UCS_AMV-21;2024-06;etvoc;2134.00;669.19;400.00
sirrosteste_UCS_AMV-21;2024-05;temperatura;28.30;17.60;12.50
sirrosteste_UCS_AMV-21;2024-05;umidade;79.90;68.34;55.60
sirrosteste_UCS_AMV-21;2024-05;luminosidade;15.00;0.81;0.00
sirrosteste_UCS_AMV-21;2024-05;ruido;101.20;63.33;44.40
sirrosteste_UCS_AMV-21;2024-05;eco2;883.00;52.08;0.00
sirrosteste_UCS_AMV-21;2024-05;etvoc;2081.00;712.80;400.00
sirrosteste_UCS_AMV-21;2024-04;temperatura;28.30;22.19;20.00
sirrosteste_UCS_AMV-21;2024-04;umidade;77.00;63.91;49.40
sirrosteste_UCS_AMV-21;2024-04;luminosidade;320.00;2.08;0.00
sirrosteste_UCS_AMV-21;2024-04;ruido;110.60;74.62;47.50
sirrosteste_UCS_AMV-21;2024-04;eco2;187.00;21.17;0.00
sirrosteste_UCS_AMV-21;2024-04;etvoc;1523.00;544.78;400.00
sirrosteste_UCS_AMV-21;2024-03;temperatura;53.60;32.38;14.10
sirrosteste_UCS_AMV-21;2024-03;umidade;93.10;51.78;18.30
sirrosteste_UCS_AMV-21;2024-03;luminosidade;25019.10;2889.19;-1.00
sirrosteste_UCS_AMV-21;2024-03;ruido;110.70;83.56;61.00
sirrosteste_UCS_AMV-21;2024-03;eco2;20.00;19.28;0.00
sirrosteste_UCS_AMV-21;2024-03;etvoc;445.00;403.70;400.00
sirrosteste_UCS_AMV-21;2024-02;temperatura;53.30;28.30;15.20
sirrosteste_UCS_AMV-21;2024-02;umidade;98.20;60.10;22.80
sirrosteste_UCS_AMV-21;2024-02;luminosidade;27306.20;3625.11;-1.00
sirrosteste_UCS_AMV-21;2024-02;ruido;120.00;79.46;57.70
sirrosteste_UCS_AMV-21;2024-02;eco2;20.00;19.95;0.00
sirrosteste_UCS_AMV-21;2024-02;etvoc;523.00;403.36;400.00
sirrosteste_UCS_AMV-21;2024-01;temperatura;47.70;24.03;18.70
sirrosteste_UCS_AMV-21;2024-01;umidade;82.00;61.34;19.70
sirrosteste_UCS_AMV-21;2024-01;luminosidade;27306.20;283.15;0.00
sirrosteste_UCS_AMV-21;2024-01;ruido;120.00;69.30;41.20
sirrosteste_UCS_AMV-21;2024-01;eco2;250.00;20.32;0.00
sirrosteste_UCS_AMV-21;2024-01;etvoc;1605.00;409.06;400.00
sirrosteste_UCS_AMV-21;2023-05;temperatura;24.20;20.38;9.70
sirrosteste_UCS_AMV-21;2023-05;umidade;86.70;68.47;49.10
sirrosteste_UCS_AMV-21;2023-05;luminosidade;9807.50;22.91;0.00
sirrosteste_UCS_AMV-21;2023-05;ruido;120.00;58.48;45.60
sirrosteste_UCS_AMV-21;2023-05;eco2;155.00;1.33;0.00
sirrosteste_UCS_AMV-21;2023-05;etvoc;1437.00;479.26;400.00
sirrosteste_UCS_AMV-21;2023-04;temperatura;27.20;21.97;15.20
sirrosteste_UCS_AMV-21;2023-04;umidade;85.30;57.34;42.50
sirrosteste_UCS_AMV-21;2023-04;luminosidade;330.80;8.56;0.00
sirrosteste_UCS_AMV-21;2023-04;ruido;120.00;63.19;46.00
sirrosteste_UCS_AMV-21;2023-04;eco2;445.00;17.85;0.00
sirrosteste_UCS_AMV-21;2023-04;etvoc;2279.00;548.21;400.00
sirrosteste_UCS_AMV-21;2023-03;temperatura;30.00;24.85;21.00
sirrosteste_UCS_AMV-21;2023-03;umidade;80.50;64.34;50.30
sirrosteste_UCS_AMV-21;2023-03;luminosidade;212.50;6.29;0.00
sirrosteste_UCS_AMV-21;2023-03;ruido;109.30;78.44;59.70
sirrosteste_UCS_AMV-21;2023-03;eco2;127.00;6.25;0.00
sirrosteste_UCS_AMV-21;2023-03;etvoc;964.00;480.11;400.00
