device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-14;2024-10;temperatura;40.40;19.66;9.10
sirrosteste_UCS_AMV-14;2024-10;umidade;83.20;65.25;17.60
sirrosteste_UCS_AMV-14;2024-10;luminosidade;27306.20;542.65;0.00
sirrosteste_UCS_AMV-14;2024-10;ruido;114.40;74.85;43.30
sirrosteste_UCS_AMV-14;2024-10;eco2;1187.00;247.20;0.00
sirrosteste_UCS_AMV-14;2024-10;etvoc;2221.00;1073.91;400.00
sirrosteste_UCS_AMV-14;2024-09;temperatura;49.90;21.48;6.80
sirrosteste_UCS_AMV-14;2024-09;umidade;83.60;60.17;12.40
sirrosteste_UCS_AMV-14;2024-09;luminosidade;23316.00;628.55;0.00
sirrosteste_UCS_AMV-14;2024-09;ruido;120.00;75.08;43.30
sirrosteste_UCS_AMV-14;2024-09;eco2;1197.00;265.63;0.00
sirrosteste_UCS_AMV-14;2024-09;etvoc;2226.00;1033.24;400.00
sirrosteste_UCS_AMV-14;2024-08;temperatura;44.50;18.90;2.50
sirrosteste_UCS_AMV-14;2024-08;umidade;82.30;56.02;10.50
sirrosteste_UCS_AMV-14;2024-08;luminosidade;27306.20;742.22;0.00
sirrosteste_UCS_AMV-14;2024-08;ruido;120.00;74.58;42.60
sirrosteste_UCS_AMV-14;2024-08;eco2;1196.00;320.61;0.00
sirrosteste_UCS_AMV-14;2024-08;etvoc;2226.00;1113.15;400.00
sirrosteste_UCS_AMV-14;2024-07;temperatura;42.60;15.03;1.70
sirrosteste_UCS_AMV-14;2024-07;umidade;83.80;65.24;13.20
sirrosteste_UCS_AMV-14;2024-07;luminosidade;27306.20;619.52;0.00
sirrosteste_UCS_AMV-14;2024-07;ruido;120.00;73.68;42.70
sirrosteste_UCS_AMV-14;2024-07;eco2;1197.00;356.34;0.00
sirrosteste_UCS_AMV-14;2024-07;etvoc;2227.00;1305.21;400.00
sirrosteste_UCS_AMV-14;2024-06;temperatura;29.70;13.06;0.70
sirrosteste_UCS_AMV-14;2024-06;umidade;83.20;58.43;12.20
sirrosteste_UCS_AMV-14;2024-06;luminosidade;7681.50;628.41;0.00
sirrosteste_UCS_AMV-14;2024-06;ruido;120.00;70.36;44.60
sirrosteste_UCS_AMV-14;2024-06;eco2;1187.00;139.82;0.00
sirrosteste_UCS_AMV-14;2024-06;etvoc;2221.00;961.35;400.00
sirrosteste_UCS_AMV-14;2024-04;temperatura;37.70;24.77;21.50
sirrosteste_UCS_AMV-14;2024-04;umidade;79.60;62.42;30.00
sirrosteste_UCS_AMV-14;2024-04;luminosidade;20482.00;129.79;0.00
sirrosteste_UCS_AMV-14;2024-04;ruido;110.60;64.80;44.40
sirrosteste_UCS_AMV-14;2024-04;eco2;1173.00;51.10;0.00
sirrosteste_UCS_AMV-14;2024-04;etvoc;2214.00;662.82;400.00
sirrosteste_UCS_AMV-14;2024-03;temperatura;40.50;26.03;22.00
sirrosteste_UCS_AMV-14;2024-03;umidade;73.00;61.22;27.80
sirrosteste_UCS_AMV-14;2024-03;luminosidade;27306.20;501.53;0.00
sirrosteste_UCS_AMV-14;2024-03;ruido;111.10;59.56;44.70
sirrosteste_UCS_AMV-14;2024-03;eco2;370.00;28.70;0.00
sirrosteste_UCS_AMV-14;2024-03;etvoc;1731.00;590.34;400.00
sirrosteste_UCS_AMV-14;2023-05;temperatura;25.20;23.42;21.90
sirrosteste_UCS_AMV-14;2023-05;umidade;69.00;57.25;48.70
sirrosteste_UCS_AMV-14;2023-05;luminosidade;212.50;3.80;0.00
sirrosteste_UCS_AMV-14;2023-05;ruido;120.00;74.14;49.40
sirrosteste_UCS_AMV-14;2023-05;eco2;91.00;8.29;0.00
sirrosteste_UCS_AMV-14;2023-05;etvoc;1005.00;516.19;400.00
sirrosteste_UCS_AMV-14;2023-04;temperatura;27.00;24.28;20.30
sirrosteste_UCS_AMV-14;2023-04;umidade;70.60;55.08;42.20
sirrosteste_UCS_AMV-14;2023-04;luminosidade;212.50;36.65;0.00
sirrosteste_UCS_AMV-14;2023-04;ruido;120.00;70.25;48.60
sirrosteste_UCS_AMV-14;2023-04;eco2;198.00;25.70;0.00
sirrosteste_UCS_AMV-14;2023-04;etvoc;2238.00;597.13;0.00
sirrosteste_UCS_AMV-14;2023-03;temperatura;23.60;23.60;23.60
sirrosteste_UCS_AMV-14;2023-03;umidade;70.60;70.60;70.60
sirrosteste_UCS_AMV-14;2023-03;luminosidade;27519.20;50.28;0.00
sirrosteste_UCS_AMV-14;2023-03;ruido;120.00;75.91;53.30
sirrosteste_UCS_AMV-14;2023-03;eco2;26.00;13.38;0.00
sirrosteste_UCS_AMV-14;2023-03;etvoc;574.00;295.29;0.00
sirrosteste_UCS_AMV-14;2023-02;temperatura;41.00;24.05;-40.00
sirrosteste_UCS_AMV-14;2023-02;umidade;81.20;68.85;31.30
sirrosteste_UCS_AMV-14;2023-02;luminosidade;27519.20;283.80;0.00
sirrosteste_UCS_AMV-14;2023-02;ruido;120.00;76.17;49.40
sirrosteste_UCS_AMV-14;2023-02;eco2;803.00;31.08;0.00
sirrosteste_UCS_AMV-14;2023-02;etvoc;2031.00;598.09;0.00
