device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-12;2024-08;temperatura;41.10;19.40;11.70
sirrosteste_UCS_AMV-12;2024-08;umidade;85.30;63.97;27.40
sirrosteste_UCS_AMV-12;2024-08;luminosidade;3236.50;244.74;2.00
sirrosteste_UCS_AMV-12;2024-08;ruido;101.60;77.50;56.10
sirrosteste_UCS_AMV-12;2024-08;eco2;1194.00;108.89;0.00
sirrosteste_UCS_AMV-12;2024-08;etvoc;2226.00;668.50;401.00
sirrosteste_UCS_AMV-12;2024-07;temperatura;37.90;12.40;0.60
sirrosteste_UCS_AMV-12;2024-07;umidade;90.70;73.07;22.00
sirrosteste_UCS_AMV-12;2024-07;luminosidade;4802.00;129.05;0.00
sirrosteste_UCS_AMV-12;2024-07;ruido;120.00;84.30;52.60
sirrosteste_UCS_AMV-12;2024-07;eco2;1194.00;99.81;0.00
sirrosteste_UCS_AMV-12;2024-07;etvoc;2226.00;673.86;400.00
sirrosteste_UCS_AMV-12;2024-06;temperatura;60.00;14.43;0.00
sirrosteste_UCS_AMV-12;2024-06;umidade;85.40;63.24;22.70
sirrosteste_UCS_AMV-12;2024-06;luminosidade;9259.80;114.24;0.00
sirrosteste_UCS_AMV-12;2024-06;ruido;120.00;75.06;46.00
sirrosteste_UCS_AMV-12;2024-06;eco2;939.00;13.92;0.00
sirrosteste_UCS_AMV-12;2024-06;etvoc;2108.00;464.40;400.00
sirrosteste_UCS_AMV-12;2024-04;temperatura;34.80;23.84;19.50
sirrosteste_UCS_AMV-12;2024-04;umidade;78.10;59.13;36.90
sirrosteste_UCS_AMV-12;2024-04;luminosidade;27306.20;468.54;0.00
sirrosteste_UCS_AMV-12;2024-04;ruido;120.00;63.91;41.30
sirrosteste_UCS_AMV-12;2024-04;eco2;1180.00;35.44;0.00
sirrosteste_UCS_AMV-12;2024-04;etvoc;2216.00;581.51;400.00
sirrosteste_UCS_AMV-12;2024-03;temperatura;38.50;24.41;20.40
sirrosteste_UCS_AMV-12;2024-03;umidade;68.50;55.98;30.90
sirrosteste_UCS_AMV-12;2024-03;luminosidade;27306.20;1488.14;0.00
sirrosteste_UCS_AMV-12;2024-03;ruido;111.40;57.08;41.60
sirrosteste_UCS_AMV-12;2024-03;eco2;546.00;27.56;0.00
sirrosteste_UCS_AMV-12;2024-03;etvoc;1873.00;578.88;400.00
