device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-22;2024-10;temperatura;15.30;15.30;15.30
sirrosteste_UCS_AMV-22;2024-10;umidade;91.30;91.25;89.20
sirrosteste_UCS_AMV-22;2024-10;luminosidade;-1.00;-1.00;-1.00
sirrosteste_UCS_AMV-22;2024-10;ruido;120.00;87.70;50.20
sirrosteste_UCS_AMV-22;2024-10;eco2;1039.00;8.82;2.00
sirrosteste_UCS_AMV-22;2024-10;etvoc;2150.00;458.94;417.00
sirrosteste_UCS_AMV-22;2024-09;temperatura;15.30;15.30;15.30
sirrosteste_UCS_AMV-22;2024-09;umidade;91.30;91.25;89.10
sirrosteste_UCS_AMV-22;2024-09;luminosidade;-1.00;-1.00;-1.00
sirrosteste_UCS_AMV-22;2024-09;ruido;120.00;83.32;50.30
sirrosteste_UCS_AMV-22;2024-09;eco2;1083.00;11.69;0.00
sirrosteste_UCS_AMV-22;2024-09;etvoc;2173.00;475.18;400.00
sirrosteste_UCS_AMV-22;2024-08;temperatura;30.10;14.35;4.60
sirrosteste_UCS_AMV-22;2024-08;umidade;95.40;85.85;34.20
sirrosteste_UCS_AMV-22;2024-08;luminosidade;-1.00;-1.00;-1.00
sirrosteste_UCS_AMV-22;2024-08;ruido;114.80;82.96;47.80
sirrosteste_UCS_AMV-22;2024-08;eco2;1193.00;54.03;0.00
sirrosteste_UCS_AMV-22;2024-08;etvoc;2224.00;565.66;400.00
sirrosteste_UCS_AMV-22;2024-07;temperatura;27.00;16.42;14.30
sirrosteste_UCS_AMV-22;2024-07;umidade;92.90;65.48;43.80
sirrosteste_UCS_AMV-22;2024-07;luminosidade;7213.80;157.37;-1.00
sirrosteste_UCS_AMV-22;2024-07;ruido;114.70;71.91;55.00
sirrosteste_UCS_AMV-22;2024-07;eco2;1183.00;157.94;0.00
sirrosteste_UCS_AMV-22;2024-07;etvoc;2218.00;996.24;400.00
sirrosteste_UCS_AMV-22;2024-06;temperatura;15.60;15.60;15.60
sirrosteste_UCS_AMV-22;2024-06;umidade;61.90;61.90;61.90
sirrosteste_UCS_AMV-22;2024-06;luminosidade;30.70;3.24;0.00
sirrosteste_UCS_AMV-22;2024-06;ruido;102.10;68.05;59.10
sirrosteste_UCS_AMV-22;2024-06;eco2;1184.00;237.20;0.00
sirrosteste_UCS_AMV-22;2024-06;etvoc;2219.00;1137.92;400.00
sirrosteste_UCS_AMV-22;2024-05;temperatura;28.30;18.57;15.20
sirrosteste_UCS_AMV-22;2024-05;umidade;82.10;65.33;56.50
sirrosteste_UCS_AMV-22;2024-05;luminosidade;96.40;3.32;0.00
sirrosteste_UCS_AMV-22;2024-05;ruido;100.00;65.14;58.00
sirrosteste_UCS_AMV-22;2024-05;eco2;1002.00;88.70;4.00
sirrosteste_UCS_AMV-22;2024-05;etvoc;2134.00;859.18;430.00
sirrosteste_UCS_AMV-22;2024-04;temperatura;31.60;23.85;20.60
sirrosteste_UCS_AMV-22;2024-04;umidade;83.40;65.17;45.40
sirrosteste_UCS_AMV-22;2024-04;luminosidade;57.60;2.75;0.00
sirrosteste_UCS_AMV-22;2024-04;ruido;113.50;66.87;43.50
sirrosteste_UCS_AMV-22;2024-04;eco2;1715.00;32.55;0.00
sirrosteste_UCS_AMV-22;2024-04;etvoc;2471.00;607.07;400.00
sirrosteste_UCS_AMV-22;2024-03;temperatura;35.60;28.28;10.00
sirrosteste_UCS_AMV-22;2024-03;umidade;97.80;66.15;37.40
sirrosteste_UCS_AMV-22;2024-03;luminosidade;7828.40;17.56;0.00
sirrosteste_UCS_AMV-22;2024-03;ruido;446.00;70.21;43.80
sirrosteste_UCS_AMV-22;2024-03;eco2;5589.00;175.07;0.00
sirrosteste_UCS_AMV-22;2024-03;etvoc;4282.00;763.47;0.00
sirrosteste_UCS_AMV-22;2023-05;temperatura;24.50;22.97;21.70
sirrosteste_UCS_AMV-22;2023-05;umidade;69.10;59.06;51.50
sirrosteste_UCS_AMV-22;2023-05;luminosidade;212.50;5.41;0.00
sirrosteste_UCS_AMV-22;2023-05;ruido;106.80;71.98;45.90
sirrosteste_UCS_AMV-22;2023-05;eco2;617.00;64.15;0.00
sirrosteste_UCS_AMV-22;2023-05;etvoc;4602.00;815.07;400.00
sirrosteste_UCS_AMV-22;2023-04;temperatura;25.20;23.61;21.60
sirrosteste_UCS_AMV-22;2023-04;umidade;60.90;54.04;46.60
sirrosteste_UCS_AMV-22;2023-04;luminosidade;212.50;4.98;0.00
sirrosteste_UCS_AMV-22;2023-04;ruido;112.50;70.69;48.40
sirrosteste_UCS_AMV-22;2023-04;eco2;231.00;25.42;0.00
sirrosteste_UCS_AMV-22;2023-04;etvoc;2257.00;594.78;400.00
