device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-09;2024-07;temperatura;28.20;14.32;9.00
sirrosteste_UCS_AMV-09;2024-07;umidade;73.50;63.55;39.90
sirrosteste_UCS_AMV-09;2024-07;luminosidade;1995.70;1.08;0.00
sirrosteste_UCS_AMV-09;2024-07;ruido;120.00;86.55;49.20
sirrosteste_UCS_AMV-09;2024-07;eco2;20.00;19.94;0.00
sirrosteste_UCS_AMV-09;2024-07;etvoc;403.00;402.99;400.00
sirrosteste_UCS_AMV-09;2024-06;temperatura;23.00;17.16;9.40
sirrosteste_UCS_AMV-09;2024-06;umidade;79.70;63.92;44.20
sirrosteste_UCS_AMV-09;2024-06;luminosidade;8.80;0.56;0.00
sirrosteste_UCS_AMV-09;2024-06;ruido;120.00;85.32;46.60
sirrosteste_UCS_AMV-09;2024-06;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-09;2024-06;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-09;2024-05;temperatura;24.40;17.45;12.50
sirrosteste_UCS_AMV-09;2024-05;umidade;78.10;67.39;55.40
sirrosteste_UCS_AMV-09;2024-05;luminosidade;25.10;0.46;0.00
sirrosteste_UCS_AMV-09;2024-05;ruido;100.60;81.50;45.30
sirrosteste_UCS_AMV-09;2024-05;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-09;2024-05;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-09;2024-04;temperatura;28.30;22.09;19.90
sirrosteste_UCS_AMV-09;2024-04;umidade;77.00;63.83;49.70
sirrosteste_UCS_AMV-09;2024-04;luminosidade;226.50;1.11;0.00
sirrosteste_UCS_AMV-09;2024-04;ruido;112.80;84.31;49.80
sirrosteste_UCS_AMV-09;2024-04;eco2;20.00;20.00;0.00
sirrosteste_UCS_AMV-09;2024-04;etvoc;403.00;403.00;401.00
sirrosteste_UCS_AMV-09;2024-01;temperatura;27.90;27.46;26.90
sirrosteste_UCS_AMV-09;2024-01;umidade;71.10;69.26;64.90
sirrosteste_UCS_AMV-09;2024-01;luminosidade;83.70;5.56;0.00
sirrosteste_UCS_AMV-09;2024-01;ruido;102.90;48.13;39.60
sirrosteste_UCS_AMV-09;2024-01;eco2;60.00;10.76;0.00
sirrosteste_UCS_AMV-09;2024-01;etvoc;798.00;475.31;400.00
