device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-15;2024-10;temperatura;26.70;19.55;7.20
sirrosteste_UCS_AMV-15;2024-10;umidade;93.00;79.46;55.10
sirrosteste_UCS_AMV-15;2024-10;luminosidade;1000.10;158.69;0.00
sirrosteste_UCS_AMV-15;2024-10;ruido;106.50;80.08;56.00
sirrosteste_UCS_AMV-15;2024-10;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-15;2024-10;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-15;2024-05;temperatura;34.60;18.42;6.90
sirrosteste_UCS_AMV-15;2024-05;umidade;98.60;83.46;38.60
sirrosteste_UCS_AMV-15;2024-05;luminosidade;1129.20;91.01;0.00
sirrosteste_UCS_AMV-15;2024-05;ruido;120.00;78.52;53.20
sirrosteste_UCS_AMV-15;2024-05;eco2;46.00;15.62;0.00
sirrosteste_UCS_AMV-15;2024-05;etvoc;705.00;405.33;400.00
sirrosteste_UCS_AMV-15;2024-04;temperatura;35.20;21.41;14.00
sirrosteste_UCS_AMV-15;2024-04;umidade;97.80;69.48;30.70
sirrosteste_UCS_AMV-15;2024-04;luminosidade;1619.20;102.73;0.00
sirrosteste_UCS_AMV-15;2024-04;ruido;120.00;67.85;0.00
sirrosteste_UCS_AMV-15;2024-04;eco2;1077.00;40.87;0.00
sirrosteste_UCS_AMV-15;2024-04;etvoc;2170.00;652.06;400.00
sirrosteste_UCS_AMV-15;2023-10;temperatura;26.90;24.13;12.20
sirrosteste_UCS_AMV-15;2023-10;umidade;90.10;57.58;51.50
sirrosteste_UCS_AMV-15;2023-10;luminosidade;137.60;3.04;0.00
sirrosteste_UCS_AMV-15;2023-10;ruido;110.50;69.04;55.70
sirrosteste_UCS_AMV-15;2023-10;eco2;2419.00;54.27;0.00
sirrosteste_UCS_AMV-15;2023-10;etvoc;2797.00;608.29;400.00
sirrosteste_UCS_AMV-15;2023-09;temperatura;48.20;23.38;7.80
sirrosteste_UCS_AMV-15;2023-09;umidade;92.50;51.63;15.80
sirrosteste_UCS_AMV-15;2023-09;luminosidade;16963.80;2179.53;0.00
sirrosteste_UCS_AMV-15;2023-09;ruido;110.20;81.53;58.10
sirrosteste_UCS_AMV-15;2023-09;eco2;4.00;0.00;0.00
sirrosteste_UCS_AMV-15;2023-09;etvoc;431.00;400.01;400.00
sirrosteste_UCS_AMV-15;2023-08;temperatura;44.10;20.71;2.70
sirrosteste_UCS_AMV-15;2023-08;umidade;78.30;53.45;19.20
sirrosteste_UCS_AMV-15;2023-08;luminosidade;10278.20;1670.14;0.00
sirrosteste_UCS_AMV-15;2023-08;ruido;108.60;79.26;55.10
sirrosteste_UCS_AMV-15;2023-08;eco2;3004.00;145.20;0.00
sirrosteste_UCS_AMV-15;2023-08;etvoc;3073.00;821.45;400.00
sirrosteste_UCS_AMV-15;2023-05;temperatura;27.50;25.90;21.70
sirrosteste_UCS_AMV-15;2023-05;umidade;64.00;49.87;43.70
sirrosteste_UCS_AMV-15;2023-05;luminosidade;212.50;8.09;0.00
sirrosteste_UCS_AMV-15;2023-05;ruido;114.10;75.98;52.90
sirrosteste_UCS_AMV-15;2023-05;eco2;255.00;34.85;0.00
sirrosteste_UCS_AMV-15;2023-05;etvoc;2993.00;683.46;400.00
sirrosteste_UCS_AMV-15;2023-04;temperatura;31.30;23.90;15.70
sirrosteste_UCS_AMV-15;2023-04;umidade;61.10;51.29;33.90
sirrosteste_UCS_AMV-15;2023-04;luminosidade;1862.50;49.95;0.00
sirrosteste_UCS_AMV-15;2023-04;ruido;114.00;58.72;41.20
sirrosteste_UCS_AMV-15;2023-04;eco2;255.00;10.14;0.00
sirrosteste_UCS_AMV-15;2023-04;etvoc;2618.00;515.88;400.00
sirrosteste_UCS_AMV-15;2023-03;temperatura;32.20;27.35;24.50
sirrosteste_UCS_AMV-15;2023-03;umidade;57.50;52.24;40.20
sirrosteste_UCS_AMV-15;2023-03;luminosidade;2805.00;81.26;0.00
sirrosteste_UCS_AMV-15;2023-03;ruido;95.30;57.34;38.50
sirrosteste_UCS_AMV-15;2023-03;eco2;492.00;25.23;0.00
sirrosteste_UCS_AMV-15;2023-03;etvoc;1928.00;555.98;400.00
