device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-07;2025-03;temperatura;26.10;26.02;25.90
sirrosteste_UCS_AMV-07;2025-03;umidade;44.40;42.45;40.10
sirrosteste_UCS_AMV-07;2025-03;luminosidade;38.40;35.36;31.70
sirrosteste_UCS_AMV-07;2025-03;ruido;81.20;75.11;69.60
sirrosteste_UCS_AMV-07;2025-03;eco2;0.00;0.00;0.00
sirrosteste_UCS_AMV-07;2025-03;etvoc;405.00;401.00;400.00
sirrosteste_UCS_AMV-07;2025-02;temperatura;30.60;27.93;24.40
sirrosteste_UCS_AMV-07;2025-02;umidade;61.90;53.44;37.70
sirrosteste_UCS_AMV-07;2025-02;luminosidade;46.30;1.30;0.00
sirrosteste_UCS_AMV-07;2025-02;ruido;98.90;55.97;39.80
sirrosteste_UCS_AMV-07;2025-02;eco2;455.00;53.56;0.00
sirrosteste_UCS_AMV-07;2025-02;etvoc;1804.00;745.40;400.00
sirrosteste_UCS_AMV-07;2025-01;temperatura;30.10;26.81;23.90
sirrosteste_UCS_AMV-07;2025-01;umidade;60.10;52.69;39.80
sirrosteste_UCS_AMV-07;2025-01;luminosidade;13.30;1.07;0.00
sirrosteste_UCS_AMV-07;2025-01;ruido;101.40;54.17;38.80
sirrosteste_UCS_AMV-07;2025-01;eco2;353.00;55.04;0.00
sirrosteste_UCS_AMV-07;2025-01;etvoc;1715.00;761.41;400.00
sirrosteste_UCS_AMV-07;2024-12;temperatura;27.40;23.79;20.10
sirrosteste_UCS_AMV-07;2024-12;umidade;65.90;56.82;48.40
sirrosteste_UCS_AMV-07;2024-12;luminosidade;36.50;1.18;0.00
sirrosteste_UCS_AMV-07;2024-12;ruido;102.40;54.73;38.60
sirrosteste_UCS_AMV-07;2024-12;eco2;858.00;82.17;0.00
sirrosteste_UCS_AMV-07;2024-12;etvoc;2064.00;837.67;400.00
sirrosteste_UCS_AMV-07;2024-11;temperatura;29.10;24.47;20.30
sirrosteste_UCS_AMV-07;2024-11;umidade;72.60;53.58;40.60
sirrosteste_UCS_AMV-07;2024-11;luminosidade;50.60;2.64;0.00
sirrosteste_UCS_AMV-07;2024-11;ruido;102.90;56.70;39.40
sirrosteste_UCS_AMV-07;2024-11;eco2;1167.00;90.04;0.00
sirrosteste_UCS_AMV-07;2024-11;etvoc;2210.00;871.10;400.00
sirrosteste_UCS_AMV-07;2024-10;temperatura;27.20;22.15;18.40
sirrosteste_UCS_AMV-07;2024-10;umidade;73.10;55.49;40.00
sirrosteste_UCS_AMV-07;2024-10;luminosidade;776.90;11.48;0.00
sirrosteste_UCS_AMV-07;2024-10;ruido;103.60;57.20;39.30
sirrosteste_UCS_AMV-07;2024-10;eco2;772.00;79.21;0.00
sirrosteste_UCS_AMV-07;2024-10;etvoc;2015.00;874.29;400.00
sirrosteste_UCS_AMV-07;2024-09;temperatura;27.30;21.58;17.80
sirrosteste_UCS_AMV-07;2024-09;umidade;71.50;58.55;44.50
sirrosteste_UCS_AMV-07;2024-09;luminosidade;886.80;13.91;0.00
sirrosteste_UCS_AMV-07;2024-09;ruido;102.00;56.03;39.20
sirrosteste_UCS_AMV-07;2024-09;eco2;542.00;75.03;0.00
sirrosteste_UCS_AMV-07;2024-09;etvoc;1869.00;861.44;400.00
sirrosteste_UCS_AMV-07;2024-06;temperatura;24.60;17.90;12.50
sirrosteste_UCS_AMV-07;2024-06;umidade;77.60;67.63;55.90
sirrosteste_UCS_AMV-07;2024-06;luminosidade;1270.20;25.77;0.00
sirrosteste_UCS_AMV-07;2024-06;ruido;100.00;56.31;40.50
sirrosteste_UCS_AMV-07;2024-06;eco2;594.00;60.78;0.00
sirrosteste_UCS_AMV-07;2024-06;etvoc;1905.00;763.68;400.00
sirrosteste_UCS_AMV-07;2024-05;temperatura;21.70;15.53;11.50
sirrosteste_UCS_AMV-07;2024-05;umidade;86.80;70.90;58.80
sirrosteste_UCS_AMV-07;2024-05;luminosidade;1329.10;14.83;0.00
sirrosteste_UCS_AMV-07;2024-05;ruido;109.70;56.63;39.20
sirrosteste_UCS_AMV-07;2024-05;eco2;1166.00;96.79;0.00
sirrosteste_UCS_AMV-07;2024-05;etvoc;2211.00;825.90;400.00
sirrosteste_UCS_AMV-07;2024-04;temperatura;26.20;22.42;18.70
sirrosteste_UCS_AMV-07;2024-04;umidade;79.20;70.44;59.70
sirrosteste_UCS_AMV-07;2024-04;luminosidade;5062.60;381.90;0.00
sirrosteste_UCS_AMV-07;2024-04;ruido;103.00;58.43;39.00
sirrosteste_UCS_AMV-07;2024-04;eco2;1188.00;71.36;0.00
sirrosteste_UCS_AMV-07;2024-04;etvoc;2222.00;762.47;400.00
