device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-17;2025-03;temperatura;24.60;18.90;14.30
sirrosteste_UCS_AMV-17;2025-03;umidade;92.10;77.48;44.10
sirrosteste_UCS_AMV-17;2025-03;luminosidade;139.80;26.45;0.00
sirrosteste_UCS_AMV-17;2025-03;ruido;103.60;78.38;51.20
sirrosteste_UCS_AMV-17;2025-03;eco2;1183.00;129.36;0.00
sirrosteste_UCS_AMV-17;2025-03;etvoc;2217.00;970.81;400.00
sirrosteste_UCS_AMV-17;2024-08;temperatura;26.40;13.19;0.80
sirrosteste_UCS_AMV-17;2024-08;umidade;91.20;72.65;36.10
sirrosteste_UCS_AMV-17;2024-08;luminosidade;91.90;9.23;-1.00
sirrosteste_UCS_AMV-17;2024-08;ruido;104.20;76.49;45.60
sirrosteste_UCS_AMV-17;2024-08;eco2;1190.00;179.21;0.00
sirrosteste_UCS_AMV-17;2024-08;etvoc;2222.00;774.93;400.00
sirrosteste_UCS_AMV-17;2024-07;temperatura;26.00;11.71;1.40
sirrosteste_UCS_AMV-17;2024-07;umidade;92.60;75.82;31.90
sirrosteste_UCS_AMV-17;2024-07;luminosidade;110.30;6.28;-1.00
sirrosteste_UCS_AMV-17;2024-07;ruido;106.50;76.44;46.80
sirrosteste_UCS_AMV-17;2024-07;eco2;1194.00;323.29;0.00
sirrosteste_UCS_AMV-17;2024-07;etvoc;2224.00;1081.96;400.00
sirrosteste_UCS_AMV-17;2024-06;temperatura;60.00;12.94;0.00
sirrosteste_UCS_AMV-17;2024-06;umidade;86.30;62.37;36.90
sirrosteste_UCS_AMV-17;2024-06;luminosidade;13100.70;29.46;0.00
sirrosteste_UCS_AMV-17;2024-06;ruido;120.00;74.61;48.20
sirrosteste_UCS_AMV-17;2024-06;eco2;1184.00;76.28;0.00
sirrosteste_UCS_AMV-17;2024-06;etvoc;2219.00;653.37;400.00
sirrosteste_UCS_AMV-17;2024-04;temperatura;628.50;-19.88;-1904.30
sirrosteste_UCS_AMV-17;2024-04;umidade;5193.50;347.69;21.10
