device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-10;2025-03;temperatura;35.20;24.68;16.00
sirrosteste_UCS_AMV-10;2025-03;umidade;93.60;65.18;35.70
sirrosteste_UCS_AMV-10;2025-03;luminosidade;148.70;29.76;0.00
sirrosteste_UCS_AMV-10;2025-03;ruido;108.10;71.91;43.60
sirrosteste_UCS_AMV-10;2025-03;eco2;202.00;6.61;0.00
sirrosteste_UCS_AMV-10;2025-03;etvoc;1544.00;447.05;400.00
sirrosteste_UCS_AMV-10;2025-02;temperatura;37.50;27.20;20.10
sirrosteste_UCS_AMV-10;2025-02;umidade;87.50;62.16;33.00
sirrosteste_UCS_AMV-10;2025-02;luminosidade;286.50;39.71;0.00
sirrosteste_UCS_AMV-10;2025-02;ruido;108.60;70.86;44.60
sirrosteste_UCS_AMV-10;2025-02;eco2;224.00;7.56;0.00
sirrosteste_UCS_AMV-10;2025-02;etvoc;1573.00;405.69;400.00
sirrosteste_UCS_AMV-10;2025-01;temperatura;39.50;24.79;16.80
sirrosteste_UCS_AMV-10;2025-01;umidade;88.20;62.73;28.90
sirrosteste_UCS_AMV-10;2025-01;luminosidade;696.10;46.10;0.00
sirrosteste_UCS_AMV-10;2025-01;ruido;107.30;69.83;42.90
sirrosteste_UCS_AMV-10;2025-01;eco2;533.00;2.51;0.00
sirrosteste_UCS_AMV-10;2025-01;etvoc;1862.00;420.05;400.00
sirrosteste_UCS_AMV-10;2024-12;temperatura;38.70;22.05;13.50
sirrosteste_UCS_AMV-10;2024-12;umidade;95.40;66.35;29.30
sirrosteste_UCS_AMV-10;2024-12;luminosidade;701.30;42.40;0.00
sirrosteste_UCS_AMV-10;2024-12;ruido;113.80;70.95;41.60
sirrosteste_UCS_AMV-10;2024-12;eco2;268.00;1.76;0.00
sirrosteste_UCS_AMV-10;2024-12;etvoc;1622.00;414.75;400.00
sirrosteste_UCS_AMV-10;2024-11;temperatura;41.60;22.40;12.50
sirrosteste_UCS_AMV-10;2024-11;umidade;92.10;64.90;26.90
sirrosteste_UCS_AMV-10;2024-11;luminosidade;503.30;40.12;0.00
sirrosteste_UCS_AMV-10;2024-11;ruido;115.50;72.10;43.10
sirrosteste_UCS_AMV-10;2024-11;eco2;264.00;6.09;0.00
sirrosteste_UCS_AMV-10;2024-11;etvoc;1621.00;417.50;400.00
sirrosteste_UCS_AMV-10;2024-10;temperatura;32.20;19.77;8.60
sirrosteste_UCS_AMV-10;2024-10;umidade;99.90;69.19;30.20
sirrosteste_UCS_AMV-10;2024-10;luminosidade;152.40;29.41;0.00
sirrosteste_UCS_AMV-10;2024-10;ruido;113.70;73.17;44.50
sirrosteste_UCS_AMV-10;2024-10;eco2;999.00;4.10;0.00
sirrosteste_UCS_AMV-10;2024-10;etvoc;2136.00;428.34;400.00
sirrosteste_UCS_AMV-10;2024-09;temperatura;30.40;19.40;5.00
sirrosteste_UCS_AMV-10;2024-09;umidade;99.90;67.56;34.20
sirrosteste_UCS_AMV-10;2024-09;luminosidade;115.10;24.34;0.00
sirrosteste_UCS_AMV-10;2024-09;ruido;120.00;72.90;47.90
sirrosteste_UCS_AMV-10;2024-09;eco2;20.00;15.51;0.00
sirrosteste_UCS_AMV-10;2024-09;etvoc;442.00;403.02;401.00
sirrosteste_UCS_AMV-10;2024-08;temperatura;30.30;15.63;2.80
sirrosteste_UCS_AMV-10;2024-08;umidade;96.20;68.06;33.50
sirrosteste_UCS_AMV-10;2024-08;luminosidade;109.90;17.44;0.00
sirrosteste_UCS_AMV-10;2024-08;ruido;115.20;72.69;43.80
sirrosteste_UCS_AMV-10;2024-08;eco2;1165.00;14.58;0.00
sirrosteste_UCS_AMV-10;2024-08;etvoc;2211.00;437.18;400.00
sirrosteste_UCS_AMV-10;2024-07;temperatura;23.20;12.43;2.90
sirrosteste_UCS_AMV-10;2024-07;umidade;99.90;78.02;35.00
sirrosteste_UCS_AMV-10;2024-07;luminosidade;107.90;14.59;0.00
sirrosteste_UCS_AMV-10;2024-07;ruido;110.30;72.28;43.80
sirrosteste_UCS_AMV-10;2024-07;eco2;1191.00;21.31;0.00
sirrosteste_UCS_AMV-10;2024-07;etvoc;2221.00;493.08;400.00
sirrosteste_UCS_AMV-10;2024-06;temperatura;13.00;7.96;0.80
sirrosteste_UCS_AMV-10;2024-06;umidade;97.40;71.76;38.40
sirrosteste_UCS_AMV-10;2024-06;luminosidade;88.20;13.77;0.00
sirrosteste_UCS_AMV-10;2024-06;ruido;106.70;71.65;47.60
sirrosteste_UCS_AMV-10;2024-06;eco2;927.00;1.58;0.00
sirrosteste_UCS_AMV-10;2024-06;etvoc;2102.00;408.42;400.00
sirrosteste_UCS_AMV-10;2024-05;temperatura;27.50;19.41;13.60
sirrosteste_UCS_AMV-10;2024-05;umidade;99.90;84.28;46.70
sirrosteste_UCS_AMV-10;2024-05;luminosidade;119.20;11.62;0.00
sirrosteste_UCS_AMV-10;2024-05;ruido;120.00;72.69;47.40
sirrosteste_UCS_AMV-10;2024-05;eco2;1193.00;264.97;0.00
sirrosteste_UCS_AMV-10;2024-05;etvoc;2225.00;998.56;400.00
sirrosteste_UCS_AMV-10;2024-04;temperatura;28.30;21.46;15.70
sirrosteste_UCS_AMV-10;2024-04;umidade;96.60;69.34;49.40
sirrosteste_UCS_AMV-10;2024-04;luminosidade;130.30;5.11;0.00
sirrosteste_UCS_AMV-10;2024-04;ruido;120.00;63.71;40.90
sirrosteste_UCS_AMV-10;2024-04;eco2;1186.00;82.72;0.00
sirrosteste_UCS_AMV-10;2024-04;etvoc;2221.00;748.57;400.00
sirrosteste_UCS_AMV-10;2023-10;temperatura;24.90;22.47;18.80
